Datetime (UTC),Timeslot,Region,Value
2025-08-28T07:30Z,64, Yorkshire,190
2025-08-28T08:00Z,65, Yorkshire,185
2025-08-28T08:30Z,66, Yorkshire,176
2025-08-28T09:00Z,67, Yorkshire,169
2025-08-28T09:30Z,68, Yorkshire,175
2025-08-28T10:00Z,69, Yorkshire,162
2025-08-28T10:30Z,70, Yorkshire,154
2025-08-28T11:00Z,71, Yorkshire,153
2025-08-28T11:30Z,72, Yorkshire,153
2025-08-28T12:00Z,73, Yorkshire,148
2025-08-28T12:30Z,74, Yorkshire,143
2025-08-28T13:00Z,75, Yorkshire,152
2025-08-28T13:30Z,76, Yorkshire,158
2025-08-28T14:00Z,77, Yorkshire,166
2025-08-28T14:30Z,78, Yorkshire,161
2025-08-28T15:00Z,79, Yorkshire,167
2025-08-28T15:30Z,80, Yorkshire,158
2025-08-28T16:00Z,81, Yorkshire,159
2025-08-28T16:30Z,82, Yorkshire,152
2025-08-28T17:00Z,83, Yorkshire,150
2025-08-28T17:30Z,84, Yorkshire,152
2025-08-28T18:00Z,85, Yorkshire,149
2025-08-28T18:30Z,86, Yorkshire,150
2025-08-28T19:00Z,87, Yorkshire,153
2025-08-28T19:30Z,88, Yorkshire,160
2025-08-28T20:00Z,89, Yorkshire,173
2025-08-28T20:30Z,90, Yorkshire,160
2025-08-28T21:00Z,91, Yorkshire,154
2025-08-28T21:30Z,92, Yorkshire,149
2025-08-28T22:00Z,93, Yorkshire,136
2025-08-28T22:30Z,94, Yorkshire,122
2025-08-28T23:00Z,95, Yorkshire,111
2025-08-28T23:30Z,96, Yorkshire,112
2025-08-29T00:00Z,97, Yorkshire,102
2025-08-27T00:00Z,1, North Wales & Merseyside,165
2025-08-27T00:30Z,2, North Wales & Merseyside,166
2025-08-27T01:00Z,3, North Wales & Merseyside,155
2025-08-27T01:30Z,4, North Wales & Merseyside,150
2025-08-27T02:00Z,5, North Wales & Merseyside,138
2025-08-27T02:30Z,6, North Wales & Merseyside,139
2025-08-27T03:00Z,7, North Wales & Merseyside,129
2025-08-27T03:30Z,8, North Wales & Merseyside,112
2025-08-27T04:00Z,9, North Wales & Merseyside,122
2025-08-27T04:30Z,10, North Wales & Merseyside,120
2025-08-27T05:00Z,11, North Wales & Merseyside,109
2025-08-27T05:30Z,12, North Wales & Merseyside,100
2025-08-27T06:00Z,13, North Wales & Merseyside,92
2025-08-27T06:30Z,14, North Wales & Merseyside,96
2025-08-27T07:00Z,15, North Wales & Merseyside,84
2025-08-27T07:30Z,16, North Wales & Merseyside,78
2025-08-27T08:00Z,17, North Wales & Merseyside,54
2025-08-27T08:30Z,18, North Wales & Merseyside,50
2025-08-27T09:00Z,19, North Wales & Merseyside,50
2025-08-27T09:30Z,20, North Wales & Merseyside,42
2025-08-27T10:00Z,21, North Wales & Merseyside,41
2025-08-27T10:30Z,22, North Wales & Merseyside,42
2025-08-27T11:00Z,23, North Wales & Merseyside,37
2025-08-27T11:30Z,24, North Wales & Merseyside,49
2025-08-27T12:00Z,25, North Wales & Merseyside,40
2025-08-27T12:30Z,26, North Wales & Merseyside,36
2025-08-27T13:00Z,27, North Wales & Merseyside,42
2025-08-27T13:30Z,28, North Wales & Merseyside,37
2025-08-27T14:00Z,29, North Wales & Merseyside,28
2025-08-27T14:30Z,30, North Wales & Merseyside,38
2025-08-27T15:00Z,31, North Wales & Merseyside,43
2025-08-27T15:30Z,32, North Wales & Merseyside,50
2025-08-27T16:00Z,33, North Wales & Merseyside,85
2025-08-27T16:30Z,34, North Wales & Merseyside,96
2025-08-27T17:00Z,35, North Wales & Merseyside,113
2025-08-27T17:30Z,36, North Wales & Merseyside,117
2025-08-27T18:00Z,37, North Wales & Merseyside,138
2025-08-27T18:30Z,38, North Wales & Merseyside,149
2025-08-27T19:00Z,39, North Wales & Merseyside,154
2025-08-27T19:30Z,40, North Wales & Merseyside,167
2025-08-27T20:00Z,41, North Wales & Merseyside,163
2025-08-27T20:30Z,42, North Wales & Merseyside,158
2025-08-27T21:00Z,43, North Wales & Merseyside,151
2025-08-27T21:30Z,44, North Wales & Merseyside,143
2025-08-27T22:00Z,45, North Wales & Merseyside,116
2025-08-27T22:30Z,46, North Wales & Merseyside,113
2025-08-27T23:00Z,47, North Wales & Merseyside,111
2025-08-27T23:30Z,48, North Wales & Merseyside,96
2025-08-28T00:00Z,49, North Wales & Merseyside,48
2025-08-28T00:30Z,50, North Wales & Merseyside,54
2025-08-28T01:00Z,51, North Wales & Merseyside,56
2025-08-28T01:30Z,52, North Wales & Merseyside,71
2025-08-28T02:00Z,53, North Wales & Merseyside,68
2025-08-28T02:30Z,54, North Wales & Merseyside,65
2025-08-28T03:00Z,55, North Wales & Merseyside,91
2025-08-28T03:30Z,56, North Wales & Merseyside,85
2025-08-28T04:00Z,57, North Wales & Merseyside,94
2025-08-28T04:30Z,58, North Wales & Merseyside,66
2025-08-28T05:00Z,59, North Wales & Merseyside,72
2025-08-28T05:30Z,60, North Wales & Merseyside,73
2025-08-28T06:00Z,61, North Wales & Merseyside,75
2025-08-28T06:30Z,62, North Wales & Merseyside,98
2025-08-28T07:00Z,63, North Wales & Merseyside,90
2025-08-28T07:30Z,64, North Wales & Merseyside,88
2025-08-28T08:00Z,65, North Wales & Merseyside,82
2025-08-28T08:30Z,66, North Wales & Merseyside,82
2025-08-28T09:00Z,67, North Wales & Merseyside,91
2025-08-28T09:30Z,68, North Wales & Merseyside,92
2025-08-28T10:00Z,69, North Wales & Merseyside,87
2025-08-28T10:30Z,70, North Wales & Merseyside,70
2025-08-28T11:00Z,71, North Wales & Merseyside,74
2025-08-28T11:30Z,72, North Wales & Merseyside,62
2025-08-28T12:00Z,73, North Wales & Merseyside,56
2025-08-28T12:30Z,74, North Wales & Merseyside,55
2025-08-28T13:00Z,75, North Wales & Merseyside,70
2025-08-28T13:30Z,76, North Wales & Merseyside,80
2025-08-28T14:00Z,77, North Wales & Merseyside,88
2025-08-28T14:30Z,78, North Wales & Merseyside,101
2025-08-28T15:00Z,79, North Wales & Merseyside,109
2025-08-28T15:30Z,80, North Wales & Merseyside,122
2025-08-28T16:00Z,81, North Wales & Merseyside,120
2025-08-28T16:30Z,82, North Wales & Merseyside,114
2025-08-28T17:00Z,83, North Wales & Merseyside,126
2025-08-28T17:30Z,84, North Wales & Merseyside,120
2025-08-28T18:00Z,85, North Wales & Merseyside,107
2025-08-28T18:30Z,86, North Wales & Merseyside,133
2025-08-28T19:00Z,87, North Wales & Merseyside,136
2025-08-28T19:30Z,88, North Wales & Merseyside,137
2025-08-28T20:00Z,89, North Wales & Merseyside,135
2025-08-28T20:30Z,90, North Wales & Merseyside,132
2025-08-28T21:00Z,91, North Wales & Merseyside,146
2025-08-28T21:30Z,92, North Wales & Merseyside,135
2025-08-28T22:00Z,93, North Wales & Merseyside,105
2025-08-28T22:30Z,94, North Wales & Merseyside,77
2025-08-28T23:00Z,95, North Wales & Merseyside,72
2025-08-28T23:30Z,96, North Wales & Merseyside,75
2025-08-29T00:00Z,97, North Wales & Merseyside,40
2025-08-27T00:00Z,1,South Wales ,239
2025-08-27T00:30Z,2,South Wales ,217
2025-08-27T01:00Z,3,South Wales ,217
2025-08-27T01:30Z,4,South Wales ,214
2025-08-27T02:00Z,5,South Wales ,224
2025-08-27T02:30Z,6,South Wales ,258
2025-08-27T03:00Z,7,South Wales ,291
2025-08-27T03:30Z,8,South Wales ,288
2025-08-27T04:00Z,9,South Wales ,285
2025-08-27T04:30Z,10,South Wales ,257
2025-08-27T05:00Z,11,South Wales ,285
2025-08-27T05:30Z,12,South Wales ,309
2025-08-27T06:00Z,13,South Wales ,322
2025-08-27T06:30Z,14,South Wales ,321
2025-08-27T07:00Z,15,South Wales ,309
2025-08-27T07:30Z,16,South Wales ,304
2025-08-27T08:00Z,17,South Wales ,284
2025-08-27T08:30Z,18,South Wales ,265
2025-08-27T09:00Z,19,South Wales ,243
2025-08-27T09:30Z,20,South Wales ,206
2025-08-27T10:00Z,21,South Wales ,193
2025-08-27T10:30Z,22,South Wales ,192
2025-08-27T11:00Z,23,South Wales ,190
2025-08-27T11:30Z,24,South Wales ,192
2025-08-27T12:00Z,25,South Wales ,204
2025-08-27T12:30Z,26,South Wales ,179
2025-08-27T13:00Z,27,South Wales ,158
2025-08-27T13:30Z,28,South Wales ,126
2025-08-27T14:00Z,29,South Wales ,128
2025-08-27T14:30Z,30,South Wales ,146
2025-08-27T15:00Z,31,South Wales ,165
2025-08-27T15:30Z,32,South Wales ,188
2025-08-27T16:00Z,33,South Wales ,251
2025-08-27T16:30Z,34,South Wales ,251
2025-08-27T17:00Z,35,South Wales ,265
2025-08-27T17:30Z,36,South Wales ,278
2025-08-27T18:00Z,37,South Wales ,285
2025-08-27T18:30Z,38,South Wales ,312
2025-08-27T19:00Z,39,South Wales ,325
2025-08-27T19:30Z,40,South Wales ,316
2025-08-27T20:00Z,41,South Wales ,324
2025-08-27T20:30Z,42,South Wales ,298
2025-08-27T21:00Z,43,South Wales ,263
2025-08-27T21:30Z,44,South Wales ,219
2025-08-27T22:00Z,45,South Wales ,207
2025-08-27T22:30Z,46,South Wales ,197
2025-08-27T23:00Z,47,South Wales ,220
2025-08-27T23:30Z,48,South Wales ,225
2025-08-28T00:00Z,49,South Wales ,211
2025-08-28T00:30Z,50,South Wales ,242
2025-08-28T01:00Z,51,South Wales ,258
2025-08-28T01:30Z,52,South Wales ,256
2025-08-28T02:00Z,53,South Wales ,287
2025-08-28T02:30Z,54,South Wales ,283
2025-08-28T03:00Z,55,South Wales ,291
2025-08-28T03:30Z,56,South Wales ,289
2025-08-28T04:00Z,57,South Wales ,305
2025-08-28T04:30Z,58,South Wales ,320
2025-08-28T05:00Z,59,South Wales ,318
2025-08-28T05:30Z,60,South Wales ,331
2025-08-28T06:00Z,61,South Wales ,343
2025-08-28T06:30Z,62,South Wales ,347
2025-08-28T07:00Z,63,South Wales ,351
2025-08-28T07:30Z,64,South Wales ,338
2025-08-28T08:00Z,65,South Wales ,324
2025-08-28T08:30Z,66,South Wales ,289
2025-08-28T09:00Z,67,South Wales ,279
2025-08-28T09:30Z,68,South Wales ,246
2025-08-28T10:00Z,69,South Wales ,228
2025-08-28T10:30Z,70,South Wales ,207
2025-08-28T11:00Z,71,South Wales ,210
2025-08-28T11:30Z,72,South Wales ,197
2025-08-28T12:00Z,73,South Wales ,195
2025-08-28T12:30Z,74,South Wales ,184
2025-08-28T13:00Z,75,South Wales ,183
2025-08-28T13:30Z,76,South Wales ,189
2025-08-28T14:00Z,77,South Wales ,230
2025-08-28T14:30Z,78,South Wales ,232
2025-08-28T15:00Z,79,South Wales ,240
2025-08-28T15:30Z,80,South Wales ,226
2025-08-28T16:00Z,81,South Wales ,199
2025-08-28T16:30Z,82,South Wales ,224
2025-08-28T17:00Z,83,South Wales ,239
2025-08-28T17:30Z,84,South Wales ,257
2025-08-28T18:00Z,85,South Wales ,263
2025-08-28T18:30Z,86,South Wales ,270
2025-08-28T19:00Z,87,South Wales ,278
2025-08-28T19:30Z,88,South Wales ,286
2025-08-28T20:00Z,89,South Wales ,286
2025-08-28T20:30Z,90,South Wales ,210
2025-08-28T21:00Z,91,South Wales ,182
2025-08-28T21:30Z,92,South Wales ,168
2025-08-28T22:00Z,93,South Wales ,131
2025-08-28T22:30Z,94,South Wales ,117
2025-08-28T23:00Z,95,South Wales ,111
2025-08-28T23:30Z,96,South Wales ,103
2025-08-29T00:00Z,97,South Wales ,164
2025-08-27T00:00Z,1, West Midlands,172
2025-08-27T00:30Z,2, West Midlands,174
2025-08-27T01:00Z,3, West Midlands,175
2025-08-27T01:30Z,4, West Midlands,179
2025-08-27T02:00Z,5, West Midlands,184
2025-08-27T02:30Z,6, West Midlands,191
2025-08-27T03:00Z,7, West Midlands,185
2025-08-27T03:30Z,8, West Midlands,178
2025-08-27T04:00Z,9, West Midlands,179
2025-08-27T04:30Z,10, West Midlands,177
2025-08-27T05:00Z,11, West Midlands,176
2025-08-27T05:30Z,12, West Midlands,181
2025-08-27T06:00Z,13, West Midlands,178
2025-08-27T06:30Z,14, West Midlands,182
2025-08-27T07:00Z,15, West Midlands,173
2025-08-27T07:30Z,16, West Midlands,167
2025-08-27T08:00Z,17, West Midlands,145
2025-08-27T08:30Z,18, West Midlands,132
2025-08-27T09:00Z,19, West Midlands,107
2025-08-27T09:30Z,20, West Midlands,92
2025-08-27T10:00Z,21, West Midlands,77
2025-08-27T10:30Z,22, West Midlands,72
2025-08-27T11:00Z,23, West Midlands,63
2025-08-27T11:30Z,24, West Midlands,64
2025-08-27T12:00Z,25, West Midlands,64
2025-08-27T12:30Z,26, West Midlands,60
2025-08-27T13:00Z,27, West Midlands,57
2025-08-27T13:30Z,28, West Midlands,50
2025-08-27T14:00Z,29, West Midlands,46
2025-08-27T14:30Z,30, West Midlands,59
2025-08-27T15:00Z,31, West Midlands,77
2025-08-27T15:30Z,32, West Midlands,85
2025-08-27T16:00Z,33, West Midlands,113
2025-08-27T16:30Z,34, West Midlands,120
2025-08-27T17:00Z,35, West Midlands,128
2025-08-27T17:30Z,36, West Midlands,132
2025-08-27T18:00Z,37, West Midlands,130
2025-08-27T18:30Z,38, West Midlands,136
2025-08-27T19:00Z,39, West Midlands,135
2025-08-27T19:30Z,40, West Midlands,145
2025-08-27T20:00Z,41, West Midlands,139
2025-08-27T20:30Z,42, West Midlands,138
2025-08-27T21:00Z,43, West Midlands,134
2025-08-27T21:30Z,44, West Midlands,127
2025-08-27T22:00Z,45, West Midlands,109
2025-08-27T22:30Z,46, West Midlands,108
2025-08-27T23:00Z,47, West Midlands,118
2025-08-27T23:30Z,48, West Midlands,117
2025-08-28T00:00Z,49, West Midlands,118
2025-08-28T00:30Z,50, West Midlands,136
2025-08-28T01:00Z,51, West Midlands,135
2025-08-28T01:30Z,52, West Midlands,142
2025-08-28T02:00Z,53, West Midlands,146
2025-08-28T02:30Z,54, West Midlands,151
2025-08-28T03:00Z,55, West Midlands,155
2025-08-28T03:30Z,56, West Midlands,151
2025-08-28T04:00Z,57, West Midlands,151
2025-08-28T04:30Z,58, West Midlands,143
2025-08-28T05:00Z,59, West Midlands,160
2025-08-28T05:30Z,60, West Midlands,164
2025-08-28T06:00Z,61, West Midlands,180
2025-08-28T06:30Z,62, West Midlands,180
2025-08-28T07:00Z,63, West Midlands,182
2025-08-28T07:30Z,64, West Midlands,184
2025-08-28T08:00Z,65, West Midlands,181
2025-08-28T08:30Z,66, West Midlands,149
2025-08-28T09:00Z,67, West Midlands,134
2025-08-28T09:30Z,68, West Midlands,119
2025-08-28T10:00Z,69, West Midlands,101
2025-08-28T10:30Z,70, West Midlands,89
2025-08-28T11:00Z,71, West Midlands,93
2025-08-28T11:30Z,72, West Midlands,90
2025-08-28T12:00Z,73, West Midlands,80
2025-08-28T12:30Z,74, West Midlands,80
2025-08-28T13:00Z,75, West Midlands,100
2025-08-28T13:30Z,76, West Midlands,106
2025-08-28T14:00Z,77, West Midlands,108
2025-08-28T14:30Z,78, West Midlands,113
2025-08-28T15:00Z,79, West Midlands,123
2025-08-28T15:30Z,80, West Midlands,129
2025-08-28T16:00Z,81, West Midlands,128
2025-08-28T16:30Z,82, West Midlands,134
2025-08-28T17:00Z,83, West Midlands,141
2025-08-28T17:30Z,84, West Midlands,139
2025-08-28T18:00Z,85, West Midlands,140
2025-08-28T18:30Z,86, West Midlands,141
2025-08-28T19:00Z,87, West Midlands,138
2025-08-28T19:30Z,88, West Midlands,137
2025-08-28T20:00Z,89, West Midlands,136
2025-08-28T20:30Z,90, West Midlands,133
2025-08-28T21:00Z,91, West Midlands,138
2025-08-28T21:30Z,92, West Midlands,131
2025-08-28T22:00Z,93, West Midlands,96
2025-08-28T22:30Z,94, West Midlands,84
2025-08-28T23:00Z,95, West Midlands,83
2025-08-28T23:30Z,96, West Midlands,82
2025-08-29T00:00Z,97, West Midlands,81
2025-08-27T00:00Z,1, East Midlands,260
2025-08-27T00:30Z,2, East Midlands,259
2025-08-27T01:00Z,3, East Midlands,256
2025-08-27T01:30Z,4, East Midlands,260
2025-08-27T02:00Z,5, East Midlands,265
2025-08-27T02:30Z,6, East Midlands,282
2025-08-27T03:00Z,7, East Midlands,268
2025-08-27T03:30Z,8, East Midlands,281
2025-08-27T04:00Z,9, East Midlands,292
2025-08-27T04:30Z,10, East Midlands,299
2025-08-27T05:00Z,11, East Midlands,303
2025-08-27T05:30Z,12, East Midlands,304
2025-08-27T06:00Z,13, East Midlands,283
2025-08-27T06:30Z,14, East Midlands,279
2025-08-27T07:00Z,15, East Midlands,271
2025-08-27T07:30Z,16, East Midlands,259
2025-08-27T08:00Z,17, East Midlands,245
2025-08-27T08:30Z,18, East Midlands,226
2025-08-27T09:00Z,19, East Midlands,193
2025-08-27T09:30Z,20, East Midlands,176
2025-08-27T10:00Z,21, East Midlands,158
2025-08-27T10:30Z,22, East Midlands,149
2025-08-27T11:00Z,23, East Midlands,129
2025-08-27T11:30Z,24, East Midlands,128
2025-08-27T12:00Z,25, East Midlands,132
2025-08-27T12:30Z,26, East Midlands,128
2025-08-27T13:00Z,27, East Midlands,133
2025-08-27T13:30Z,28, East Midlands,126
2025-08-27T14:00Z,29, East Midlands,123
2025-08-27T14:30Z,30, East Midlands,140
2025-08-27T15:00Z,31, East Midlands,172
2025-08-27T15:30Z,32, East Midlands,177
2025-08-27T16:00Z,33, East Midlands,195
2025-08-27T16:30Z,34, East Midlands,216
2025-08-27T17:00Z,35, East Midlands,233
2025-08-27T17:30Z,36, East Midlands,245
2025-08-27T18:00Z,37, East Midlands,254
2025-08-27T18:30Z,38, East Midlands,261
2025-08-27T19:00Z,39, East Midlands,264
2025-08-27T19:30Z,40, East Midlands,275
2025-08-27T20:00Z,41, East Midlands,271
2025-08-27T20:30Z,42, East Midlands,261
2025-08-27T21:00Z,43, East Midlands,253
2025-08-27T21:30Z,44, East Midlands,241
2025-08-27T22:00Z,45, East Midlands,224
2025-08-27T22:30Z,46, East Midlands,231
2025-08-27T23:00Z,47, East Midlands,238
2025-08-27T23:30Z,48, East Midlands,247
2025-08-28T00:00Z,49, East Midlands,236
2025-08-28T00:30Z,50, East Midlands,245
2025-08-28T01:00Z,51, East Midlands,266
2025-08-28T01:30Z,52, East Midlands,282
2025-08-28T02:00Z,53, East Midlands,289
2025-08-28T02:30Z,54, East Midlands,299
2025-08-28T03:00Z,55, East Midlands,301
2025-08-28T03:30Z,56, East Midlands,305
2025-08-28T04:00Z,57, East Midlands,311
2025-08-28T04:30Z,58, East Midlands,302
2025-08-28T05:00Z,59, East Midlands,315
2025-08-28T05:30Z,60, East Midlands,313
2025-08-28T06:00Z,61, East Midlands,312
2025-08-28T06:30Z,62, East Midlands,306
2025-08-28T07:00Z,63, East Midlands,312
2025-08-28T07:30Z,64, East Midlands,308
2025-08-28T08:00Z,65, East Midlands,294
2025-08-28T08:30Z,66, East Midlands,272
2025-08-28T09:00Z,67, East Midlands,236
2025-08-28T09:30Z,68, East Midlands,191
2025-08-28T10:00Z,69, East Midlands,170
2025-08-28T10:30Z,70, East Midlands,154
2025-08-28T11:00Z,71, East Midlands,157
2025-08-28T11:30Z,72, East Midlands,166
2025-08-28T12:00Z,73, East Midlands,155
2025-08-28T12:30Z,74, East Midlands,154
2025-08-28T13:00Z,75, East Midlands,180
2025-08-28T13:30Z,76, East Midlands,187
2025-08-28T14:00Z,77, East Midlands,202
2025-08-28T14:30Z,78, East Midlands,208
2025-08-28T15:00Z,79, East Midlands,228
2025-08-28T15:30Z,80, East Midlands,228
2025-08-28T16:00Z,81, East Midlands,223
2025-08-28T16:30Z,82, East Midlands,230
2025-08-28T17:00Z,83, East Midlands,229
2025-08-28T17:30Z,84, East Midlands,244
2025-08-28T18:00Z,85, East Midlands,262
2025-08-28T18:30Z,86, East Midlands,263
2025-08-28T19:00Z,87, East Midlands,261
2025-08-28T19:30Z,88, East Midlands,249
2025-08-28T20:00Z,89, East Midlands,240
2025-08-28T20:30Z,90, East Midlands,231
2025-08-28T21:00Z,91, East Midlands,228
2025-08-28T21:30Z,92, East Midlands,215
2025-08-28T22:00Z,93, East Midlands,151
2025-08-28T22:30Z,94, East Midlands,131
2025-08-28T23:00Z,95, East Midlands,125
2025-08-28T23:30Z,96, East Midlands,119
2025-08-29T00:00Z,97, East Midlands,128
2025-08-27T00:00Z,1, East England,37
2025-08-27T00:30Z,2, East England,34
2025-08-27T01:00Z,3, East England,38
2025-08-27T01:30Z,4, East England,26
2025-08-27T02:00Z,5, East England,24
2025-08-27T02:30Z,6, East England,49
2025-08-27T03:00Z,7, East England,36
2025-08-27T03:30Z,8, East England,38
2025-08-27T04:00Z,9, East England,27
2025-08-27T04:30Z,10, East England,27
2025-08-27T05:00Z,11, East England,47
2025-08-27T05:30Z,12, East England,62
2025-08-27T06:00Z,13, East England,58
2025-08-27T06:30Z,14, East England,54
2025-08-27T07:00Z,15, East England,125
2025-08-27T07:30Z,16, East England,134
2025-08-27T08:00Z,17, East England,136
2025-08-27T08:30Z,18, East England,129
2025-08-27T09:00Z,19, East England,120
2025-08-27T09:30Z,20, East England,113
2025-08-27T10:00Z,21, East England,112
2025-08-27T10:30Z,22, East England,110
2025-08-27T11:00Z,23, East England,107
2025-08-27T11:30Z,24, East England,104
